,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Bedrooms,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price_orig
203,house,house,10666938,scherpenheuvel-zichem,3270,Vlaams-Brabant,Flanders,275000,"Diestsesteenweg, 3",F,782.0,0,0,0,1000,23,4,1973,0,3,1,0,0,0,Installed,Fuel oil,€275000
204,apartment,apartment-block,10643432,montignies-sur-sambre,6061,Hainaut,Wallonia,239000,Rue des Combattants 37,G,1025.0,0,0,0,0,0,2,0,Just renovated,3,2,0,0,2,Installed,Gas,€239000
205,house,house,10591958,ch%C3%A2telet,6200,Hainaut,Wallonia,79000,Rue des Combattants 37,F,427.0,0,0,0,0,0,2,0,Good,2,1,0,0,1,Semi equipped,Gas,€79000
209,house,house,10666917,kortrijk,8500,West-Vlaanderen,Flanders,275000,Overleiestraat 79,F,585.0,0,0,0,312,0,3,0,To renovate,3,1,0,1,0,0,Gas,€275000
212,apartment,apartment,10666907,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,295000,Molenstraat 93,D,167.0,0,1,5,0,0,3,2011,As new,2,1,0,0,1,USA installed,Gas,€295000
213,house,villa,10623098,mouscron,7700,Hainaut,Wallonia,610000,Rue de Menin 400,C,185.0,0,1,55,954,56,4,2001,As new,3,1,2,1,0,Installed,Gas,€610000
214,house,house,10666906,la%20louvi%C3%A8re%20houdeng-aimeries,7110,Hainaut,Wallonia,299000,Chaussée Brunehaut 415,D,332.0,0,1,111,1298,32,2,0,Good,2,1,1,0,3,Installed,Electric,€299000
215,house,country-cottage,10666900,ieper,8904,West-Vlaanderen,Flanders,1250000,Plein 30 a,F,719.0,0,0,0,30000,0,4,1930,Just renovated,4,0,0,0,0,USA installed,Gas,€1250000
216,house,villa,10545213,wielsbeke,8710,West-Vlaanderen,Flanders,569000,Plein 30 a,C,228.0,0,1,0,801,0,4,2005,As new,4,1,0,1,0,USA hyper equipped,Gas,€569000
217,apartment,apartment,10666899,zottegem,9620,Oost-Vlaanderen,Flanders,354000,Meire 50,A,35.0,0,1,10,0,0,0,2022,As new,3,1,0,0,1,Installed,Gas,€354000
218,apartment,apartment,10666898,zottegem,9620,Oost-Vlaanderen,Flanders,279000,Meire 50,A,35.0,0,1,6,0,0,0,2022,As new,3,1,0,0,1,Installed,Gas,€279000
219,house,house,10666896,mol,2400,Antwerpen,Flanders,275000,Bisschopslaan 16,F,628.0,0,0,0,585,0,4,1976,Good,2,1,0,0,0,0,Fuel oil,€275000
220,house,house,10666895,retie,2470,Antwerpen,Flanders,270000,Bisschopslaan 16,F,601.0,0,0,0,500,0,2,1952,To renovate,4,1,0,0,2,Installed,Fuel oil,€270000
221,house,house,10666893,retie,2470,Antwerpen,Flanders,298000,Bisschopslaan 16,F,694.0,0,0,0,391,39,2,1972,To be done up,3,1,0,1,1,Installed,Fuel oil,€298000
222,apartment,ground-floor,10666891,geel,2440,Antwerpen,Flanders,180000,Antwerpsesteenweg 51/5,D,316.0,0,1,0,0,38,2,1995,Good,2,1,0,0,1,0,Gas,€180000
223,house,house,10666890,braine-le-chateau,1440,Brabant wallon,Wallonia,495000,Rue de Nivelles 1,F,496.0,0,1,42,2200,42,4,1961,Good,2,1,0,0,1,0,Electric,€495000
224,house,house,10609479,geraardsbergen,9500,Oost-Vlaanderen,Flanders,310047,"Hundelgemsesteenweg, 306",A,29.0,0,0,0,350,0,3,0,As new,3,1,0,0,2,0,0,€310047
225,house,house,10666887,heusden-zolder,3550,Limburg,Flanders,379000,Guido Gezellelaan 16/5,D,328.0,0,1,0,1021,0,4,1988,Good,3,1,0,0,2,Hyper equipped,Fuel oil,€379000
226,house,house,10666886,diest,3290,Vlaams-Brabant,Flanders,449000,Markt 6,C,208.0,0,0,0,1058,40,4,1987,Just renovated,3,2,0,1,3,USA hyper equipped,Gas,€449000
227,apartment,kot,10666884,leuven,3000,Vlaams-Brabant,Flanders,199000,Herbert Hooverplein 14,B,123.0,1,1,0,0,0,2,2011,As new,1,1,1,0,1,Installed,Gas,€199000
228,house,house,10666881,ans,4430,Liï¿½ge,Wallonia,150000,Rue J. Wettinck 49,D,339.0,0,0,0,103,38,2,0,Good,3,1,1,1,1,Semi equipped,Fuel oil,€150000
229,house,country-cottage,10666880,roosdaal,1761,Vlaams-Brabant,Flanders,349000,Molenstraat 22A,F,712.0,0,0,0,920,35,4,1947,To renovate,4,1,0,0,0,0,Fuel oil,€349000
230,apartment,apartment,10666879,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,365000,Avenue Louise 433,G,546.0,0,0,0,0,21,2,1894,Good,5,1,1,0,1,Installed,Gas,€365000
231,apartment,apartment,10666878,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,245000,Avenue Louise 433,E,217.0,0,0,0,0,21,2,1894,Good,2,1,1,0,1,Installed,Gas,€245000
232,apartment,apartment-block,10455486,sint-joost-ten-node,1210,Brussels Hoofdstedelijk Gewest,Brussels,480000,Parklaan 59/1,G,431.0,0,1,16,98,20,2,1899,Good,5,3,4,0,4,Semi equipped,0,€480000
233,house,exceptional-property,10666876,ramillies%20mont-saint-andr%C3%A9,1367,Brabant wallon,Wallonia,599000,Rue de Tirlemont 23,B,124.0,0,1,120,1335,31,4,1900,As new,4,4,2,1,4,USA hyper equipped,0,€599000
234,house,house,10449507,aische-en-refail,5310,Namur,Wallonia,269000,Rue de Tirlemont 23,G,580.0,0,1,0,528,31,2,1920,To renovate,3,1,0,0,1,USA semi equipped,0,€269000
235,house,house,10666869,tremelo,3120,Vlaams-Brabant,Flanders,685000,Werchtersesteenweg 1,C,220.0,0,0,0,3623,0,4,1988,As new,5,1,0,0,0,0,Gas,€685000
236,house,house,10666867,boortmeerbeek,3191,Vlaams-Brabant,Flanders,599000,Werchtersesteenweg 1,C,282.0,0,0,0,2445,0,4,1990,0,3,1,0,1,2,0,Gas,€599000
237,apartment,apartment,10666861,liege,4000,Liï¿½ge,Wallonia,175000,Boulevard d'Avroy 206,B,133.0,0,1,2,0,21,2,0,Good,1,1,0,0,1,0,0,€175000
238,house,farmhouse,10666857,thumaide-beloeil,7971,Hainaut,Wallonia,695000,Rue des ARCHERS 4,G,693.0,0,1,0,32691,0,3,0,To renovate,4,1,0,0,2,Installed,Fuel oil,€695000
239,apartment,penthouse,10666856,vilvoorde,1800,Vlaams-Brabant,Flanders,269000,Tervuursesteenweg 762 Bus 2,B,191.0,0,1,12,0,49,2,1996,As new,2,1,1,0,1,Hyper equipped,0,€269000
240,house,villa,10666852,overijse,3090,Vlaams-Brabant,Flanders,640000,Brusselsesteenweg 415,E,472.0,0,0,0,560,37,4,1971,To renovate,4,2,0,0,2,Semi equipped,Fuel oil,€640000
243,apartment,penthouse,10666846,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,2800000,Avenue Louise 251,C,149.0,0,1,300,0,40,3,0,As new,3,3,0,0,0,USA hyper equipped,0,€2800000
244,house,house,10666844,couillet,6010,Hainaut,Wallonia,129000,Rue de Namur 8,F,492.0,0,0,0,405,17,3,0,To be done up,3,1,0,0,0,0,Gas,€129000
245,house,house,10666836,gooik,1755,Vlaams-Brabant,Flanders,329000,Alsembergsesteenweg 660,E,486.0,0,0,0,402,0,4,1900,To be done up,2,1,0,0,2,Semi equipped,Fuel oil,€329000
246,house,house,10666833,jette,1090,Brussels Hoofdstedelijk Gewest,Brussels,435000,Brusselsesteenweg 594,F,336.0,0,1,28,100,47,2,1927,Good,5,2,0,1,3,Semi equipped,Gas,€435000
250,house,house,10605872,zoersel,2980,Antwerpen,Flanders,489500,Handelslei 93,F,519.0,0,1,0,2779,0,4,1977,Good,4,2,0,0,2,0,Fuel oil,€489500
251,apartment,apartment,10666827,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,245000,Rue André Baillon 28 bte 5,E,216.0,0,0,0,0,45,2,2003,As new,2,1,1,0,2,Hyper equipped,Gas,€245000
252,house,exceptional-property,10666826,kampenhout,1910,Vlaams-Brabant,Flanders,795000,Kardinaal Mercierlaan 81,B,118.0,0,1,0,1663,100,3,1957,Good,4,2,2,1,3,USA hyper equipped,Gas,€795000
253,house,house,10666825,willebroek%20blaasveld,2830,Antwerpen,Flanders,549000,Mechelsesteenweg 161A 002,B,163.0,0,1,0,525,42,4,2006,Good,3,1,0,0,2,Hyper equipped,Gas,€549000
254,house,house,10666824,egenhoven,3001,Vlaams-Brabant,Flanders,640000,Kardinaal Mercierlaan 81,A,93.0,0,1,0,517,31,4,2009,As new,4,1,0,0,2,Hyper equipped,Gas,€640000
255,apartment,apartment,10666822,braine-l%27alleud,1420,Brabant wallon,Wallonia,430000,Avenue Reine Astrid 215,B,93.0,0,1,14,0,44,4,2023,0,3,2,0,0,2,USA hyper equipped,Gas,€430000
256,apartment,apartment,10666818,antwerp,2060,Antwerpen,Flanders,550000,Korenmarkt 55,E,410.0,0,0,0,0,0,2,0,To be done up,7,0,0,0,0,0,Gas,€550000
257,apartment,apartment-block,10666817,antwerp,2060,Antwerpen,Flanders,550000,Korenmarkt 55,E,410.0,0,0,0,0,0,2,0,To be done up,7,0,0,0,0,0,Gas,€550000
258,house,villa,10666816,schoten,2900,Antwerpen,Flanders,2200000,"Orteliuskaai, 8",B,157.0,0,1,0,2000,0,4,0,As new,4,2,0,1,3,0,Gas,€2200000
259,apartment,apartment,10666814,brussels,1000,Brussels Hoofdstedelijk Gewest,Brussels,1490000,Avenue Legrand 30,D,197.0,0,1,6,0,0,2,1930,Just renovated,4,3,2,1,0,Hyper equipped,Fuel oil,€1490000
260,apartment,apartment-block,10666809,herstal,4040,Liï¿½ge,Wallonia,425000,Rue Julien d'Andrimont 11/4,C,241.0,0,1,0,0,0,2,0,Good,5,3,0,0,0,0,0,€425000
262,apartment,apartment,10666807,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,825000,"Avenue Delleur, 8",C,136.0,0,1,10,0,0,2,1966,As new,2,1,1,0,2,Hyper equipped,Gas,€825000
264,apartment,apartment,10666803,antwerp,2000,Antwerpen,Flanders,369000,Lange Lobroekstraat 67,E,485.0,0,0,0,0,32,2,1938,Good,2,1,0,0,1,USA hyper equipped,0,€369000
265,house,house,10666802,antwerpen%20borgerhout,2140,Antwerpen,Flanders,465000,Lange Lobroekstraat 67,D,313.0,0,1,10,89,40,3,0,As new,4,1,1,0,0,0,0,€465000
266,apartment,apartment,10666801,antwerp,2060,Antwerpen,Flanders,139000,Lange Lobroekstraat 67,C,248.0,0,1,10,0,0,2,0,Good,1,1,0,0,0,USA hyper equipped,Gas,€139000
267,house,house,10617204,boom,2850,Antwerpen,Flanders,240000,Clemenshoek 74,C,247.0,0,1,0,78,0,2,1956,As new,4,1,0,0,0,Installed,0,€240000
269,house,bungalow,10666794,aalst,9310,Oost-Vlaanderen,Flanders,249000,Grotestraat 28,D,393.0,0,1,0,620,32,3,1963,Good,2,1,0,0,2,Installed,Gas,€249000
270,house,house,10666793,sint-lievens-houtem,9520,Oost-Vlaanderen,Flanders,379000,Edgard Tinelstraat 5,C,298.0,0,1,0,1494,0,4,0,As new,3,2,0,0,0,Installed,Fuel oil,€379000
272,house,house,10666791,oostakker,9041,Oost-Vlaanderen,Flanders,239000,Edgard Tinelstraat 5,C,274.0,0,1,0,361,0,3,0,To renovate,3,1,0,0,0,0,0,€239000
273,house,house,10666790,oosterzele,9860,Oost-Vlaanderen,Flanders,149000,Edgard Tinelstraat 5,F,1131.0,0,1,0,640,0,3,0,To renovate,3,1,0,0,0,0,Electric,€149000
275,house,villa,10420464,ramsel,2230,Antwerpen,Flanders,925000,Achiel Cleynhenslaan 19,C,259.0,0,1,0,1750,46,4,1991,As new,4,1,2,1,3,Hyper equipped,Gas,€925000
276,house,house,10666786,niel,2845,Antwerpen,Flanders,155000,Provinciale Steenweg 354,F,720.0,0,1,0,0,0,2,1937,0,2,1,0,0,0,Not installed,Gas,€155000
277,apartment,apartment,10666782,kortrijk,8500,West-Vlaanderen,Flanders,220000,Veemarkt 53,D,301.0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,Fuel oil,€220000
278,house,house,10666779,kieldrecht,9130,Oost-Vlaanderen,Flanders,320000,Yzerhand 14,B,169.0,0,1,21,160,35,2,2001,Good,4,2,0,0,2,Installed,Gas,€320000
279,apartment,ground-floor,10666778,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,599000,rue alphonse renard 56,C,98.48,0,1,44,0,0,3,2020,As new,3,2,2,0,2,USA hyper equipped,0,€599000
280,house,house,10666775,heusden,9070,Oost-Vlaanderen,Flanders,640000,Heusdendorp 7,D,397.0,0,1,40,1353,42,4,1980,To renovate,7,2,2,1,3,Semi equipped,Electric,€640000
283,apartment,apartment,10666769,buggenhout,9255,Oost-Vlaanderen,Flanders,199000,Kerkstraat 84,E,474.0,0,0,0,0,0,3,1960,Good,2,1,0,0,1,Installed,Gas,€199000
284,house,house,10666768,mons,7021,Hainaut,Wallonia,160000,Chaussée de Roeulx 1251/2b,E,407.0,0,1,0,118,26,2,0,Good,2,1,0,0,1,Installed,Gas,€160000
287,house,villa,10666765,dendermonde,9200,Oost-Vlaanderen,Flanders,745000,Mechelsesteenweg 123 bus 1,C,254.0,0,1,0,2000,27,4,2000,As new,6,2,0,1,2,Hyper equipped,Fuel oil,€745000
288,house,house,10666762,lebbeke,9280,Oost-Vlaanderen,Flanders,359000,Mechelsesteenweg 123 bus 1,C,267.0,0,1,0,520,0,4,1968,As new,3,1,0,0,0,Hyper equipped,Fuel oil,€359000
289,house,house,10666761,dendermonde,9200,Oost-Vlaanderen,Flanders,419000,Mechelsesteenweg 123 bus 1,C,202.0,0,1,0,370,0,3,1995,As new,3,1,1,0,2,Hyper equipped,Gas,€419000
290,apartment,apartment-block,10666760,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,1450000,Avenue Van Overbeke 134,G,500.0,0,0,0,190,0,3,1950,Good,11,7,0,0,11,Hyper equipped,Gas,€1450000
291,house,house,10666756,corroy%20le%20grand,1325,Brabant wallon,Wallonia,1495000,Rue de Rixensart 77,D,312.0,0,1,59,4125,50,4,1972,As new,10,10,2,1,4,USA hyper equipped,Fuel oil,€1495000
292,apartment,apartment-block,10666754,corroy%20le%20grand,1325,Brabant wallon,Wallonia,1495000,Rue de Rixensart 77,D,312.0,0,1,59,4125,50,4,1972,As new,10,10,2,1,4,USA hyper equipped,Fuel oil,€1495000
293,apartment,duplex,10666753,rixensart,1330,Brabant wallon,Wallonia,170000,Rue de Rixensart 77,E,423.0,0,0,0,0,18,0,1950,Good,1,1,0,0,1,Hyper equipped,Gas,€170000
294,house,house,10666752,leopoldsburg,3971,Limburg,Flanders,415000,Zuiderring 106,A,62.0,0,1,0,398,0,3,0,0,3,1,0,0,0,0,0,€415000
295,house,house,10666751,ternat,1742,Vlaams-Brabant,Flanders,380000,Burchtstraat 12,B,200.0,0,1,0,417,42,3,2009,As new,4,1,0,1,2,Hyper equipped,Gas,€380000
296,apartment,apartment,10666749,antwerp,2000,Antwerpen,Flanders,370000,"Jordaenskaai, 21",B,117.0,0,1,0,0,0,2,0,0,2,2,1,0,2,0,0,€370000
302,house,house,10666743,quievrain,7380,Hainaut,Wallonia,80000,rue de Valenciennes 42,G,541.0,0,1,0,190,33,2,1899,To restore,3,1,1,0,1,Not installed,Gas,€80000
303,apartment,apartment,10666742,antwerp,2000,Antwerpen,Flanders,425000,Leopold De Waelplaats 5,C,254.0,0,1,0,0,0,2,0,Good,2,1,0,0,0,0,Gas,€425000
315,apartment,new-real-estate-project-apartments,10666720,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,805000,Place Brugmann 10B,B,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€805000
316,apartment,apartment,10566105,antwerpen%20hoboken,2660,Antwerpen,Flanders,270000,Edegemsestraat 56,A,88.0,0,1,8,0,0,2,2013,Good,3,1,1,0,1,Hyper equipped,Gas,€270000
317,house,house,10666718,begijnendijk,3130,Vlaams-Brabant,Flanders,279000,Oudstrijderslaan 38,F,659.0,0,1,0,408,62,4,1955,To renovate,3,1,0,0,1,0,Fuel oil,€279000
322,house,house,10666704,machelen,1830,Vlaams-Brabant,Flanders,649000,Brusselsesteenweg 65,B,193.0,0,1,0,722,44,3,1992,Good,5,3,0,0,3,Installed,Gas,€649000
323,apartment,duplex,10666697,tienen,3300,Vlaams-Brabant,Flanders,860000,"Vanderkelenstraat, 22",B,122.0,0,1,0,0,67,0,2002,As new,3,2,1,0,2,Hyper equipped,Gas,€860000
324,house,house,10666692,aubange%20halanzy,6792,Luxembourg,Wallonia,265000,Rue de la Forestière 14 A,D,296.0,0,1,30,1260,29,4,1935,To be done up,3,1,1,0,1,Installed,Fuel oil,€265000
325,apartment,new-real-estate-project-apartments,10666670,braine-l%27alleud,1420,Brabant wallon,Wallonia,565000,Chaussée Bara 339,A,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€565000
326,apartment,penthouse,10666669,braine-l%27alleud,1420,Brabant wallon,Wallonia,565000,Chaussée Bara 339,A,47.0,0,1,46,0,0,4,2023,As new,2,2,2,0,1,Hyper equipped,Gas,€565000
327,house,house,10666666,beringen,3580,Limburg,Flanders,375000,Schootstraat 254,B,190.0,0,1,0,1138,0,4,1992,Good,3,1,0,0,0,Installed,Fuel oil,€375000
328,house,mixed-use-building,10666665,arlon,6700,Luxembourg,Wallonia,515000,Rue du Moulin,C,241.0,0,1,20,280,31,2,0,Good,3,2,2,0,3,Installed,Gas,€515000
331,house,mixed-use-building,10576030,lier,2500,Antwerpen,Flanders,339000,Vrijheid 8,D,321.0,0,1,8,66,0,2,1973,Good,2,1,0,0,3,0,Gas,€339000
332,apartment,apartment,10666641,gent,9000,Oost-Vlaanderen,Flanders,205000,Voskenslaan 93,D,311.0,0,0,0,0,0,0,0,Just renovated,2,1,0,0,0,Installed,Gas,€205000
333,apartment,apartment,10666640,merelbeke,9820,Oost-Vlaanderen,Flanders,395000,Voskenslaan 93,B,127.0,0,0,0,0,0,0,1976,Just renovated,3,1,0,0,0,Hyper equipped,Gas,€395000
334,house,house,10666639,charleroi-marchienne-au-pont,6030,Hainaut,Wallonia,90000,Rue de Beaumont 53,G,522.0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,€90000
335,house,house,10666635,frameries,7080,Hainaut,Wallonia,149000,Place des Grands Pres 1/30B,E,387.0,0,1,0,0,25,2,0,To renovate,2,1,1,0,1,0,Gas,€149000
336,house,villa,10666633,mouscron%20herseaux,7712,Hainaut,Wallonia,399000,Rue de Menin 400,C,205.0,0,1,0,573,31,4,1980,As new,4,2,2,1,0,Installed,Gas,€399000
337,house,house,10666632,bailleul,7730,Hainaut,Wallonia,189000,Rue de Menin 400,C,186.0,0,1,0,241,13,3,0,Good,3,1,1,0,0,Installed,Gas,€189000
338,house,house,10613850,herseaux,7712,Hainaut,Wallonia,329000,Rue de Menin 400,B,137.0,0,1,0,308,58,3,2008,As new,3,1,1,0,0,Installed,Gas,€329000
339,house,house,10666628,la%20louvi%C3%A8re%20besonrieux,7100,Hainaut,Wallonia,330000,Chaussée Paul Houtart 232,A,73.0,0,1,0,234,0,2,2021,As new,3,1,0,0,2,Installed,Gas,€330000
340,house,house,10666627,gent,9050,Oost-Vlaanderen,Flanders,524400,Sint-Denijslaan 1,A,30.0,0,1,22,204,25,2,2023,As new,4,2,0,0,2,Installed,0,€524400
341,house,house,10666626,gent,9050,Oost-Vlaanderen,Flanders,524400,Sint-Denijslaan 1,A,30.0,0,1,22,205,26,2,2023,As new,4,2,0,0,2,Installed,0,€524400
342,house,house,10666625,gent,9050,Oost-Vlaanderen,Flanders,524400,Sint-Denijslaan 1,A,30.0,0,1,22,206,26,2,2023,As new,4,2,0,0,2,Installed,0,€524400
343,house,new-real-estate-project-houses,10666621,gent,9050,Oost-Vlaanderen,Flanders,524400,Sint-Denijslaan 1,A,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€524400
344,house,house,10666619,brakel,9660,Oost-Vlaanderen,Flanders,385000,Sint-Denijslaan 1,A,20.0,0,1,20,196,50,3,2023,0,3,1,1,0,2,USA hyper equipped,0,€385000
345,house,house,10666618,brakel,9660,Oost-Vlaanderen,Flanders,375000,Sint-Denijslaan 1,A,20.0,0,1,20,214,50,2,2023,0,3,1,1,0,2,USA hyper equipped,Gas,€375000
346,house,house,10666617,brakel,9660,Oost-Vlaanderen,Flanders,390000,Sint-Denijslaan 1,A,20.0,0,1,22,249,37,2,2023,0,3,1,1,0,2,USA hyper equipped,Gas,€390000
347,house,house,10666616,brakel,9660,Oost-Vlaanderen,Flanders,465000,Sint-Denijslaan 1,A,20.0,0,1,22,235,50,2,2023,0,3,1,1,0,2,USA hyper equipped,Gas,€465000
348,house,house,10666615,brakel,9660,Oost-Vlaanderen,Flanders,485000,Sint-Denijslaan 1,A,20.0,0,1,30,171,49,3,2022,0,4,1,1,0,2,USA hyper equipped,Gas,€485000
349,house,house,10666612,scherpenheuvel-zichem%20messelbroek,3272,Vlaams-Brabant,Flanders,359000,Herseltsesteenweg 95,D,343.0,0,0,0,568,0,3,1965,Good,5,1,0,0,0,Installed,Gas,€359000
350,house,new-real-estate-project-houses,10666608,brakel,9660,Oost-Vlaanderen,Flanders,485000,Sint-Denijslaan 1,A,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€485000
351,apartment,duplex,10666607,drongen,9031,Oost-Vlaanderen,Flanders,349000,Sint-Denijslaan 1,B,150.0,0,1,9,0,40,3,2003,Good,2,2,0,0,2,USA installed,Gas,€349000
355,house,house,10666600,liedekerke,1770,Vlaams-Brabant,Flanders,339000,Stationsstraat 120,D,318.0,1,1,0,600,32,3,1950,Good,4,1,0,0,1,Installed,Gas,€339000
363,apartment,apartment,10666575,deinze,9800,Oost-Vlaanderen,Flanders,625000,Sint-Denijslaan 1,B,186.0,0,1,27,0,92,4,1994,Good,3,1,0,1,2,USA hyper equipped,Gas,€625000
364,house,house,10412594,merchtem,1785,Vlaams-Brabant,Flanders,360000,Stationstraat 79,E,484.0,0,1,4,309,36,3,1966,0,2,1,0,0,0,0,Fuel oil,€360000
365,house,house,10666573,eeklo,9900,Oost-Vlaanderen,Flanders,290000,Sint-Denijslaan 1,F,787.0,0,1,68,689,10,3,1918,To renovate,4,2,1,1,2,USA installed,0,€290000
367,apartment,apartment,10666553,ninove,9400,Oost-Vlaanderen,Flanders,495000,Nieuwstraat 9,B,101.0,0,1,0,0,85,2,2008,As new,4,2,0,0,0,Hyper equipped,Gas,€495000
368,house,house,10666551,begijnendijk,3130,Vlaams-Brabant,Flanders,340000,Aarschotsesteenweg 201A,F,709.0,0,1,0,980,0,4,1971,Good,3,1,0,0,2,Installed,Gas,€340000
369,house,house,10666550,aarschot,3200,Vlaams-Brabant,Flanders,315000,Aarschotsesteenweg 201A,B,131.0,0,1,0,0,0,2,0,Just renovated,2,1,0,0,1,Installed,Gas,€315000
370,house,house,10666546,landen,3400,Vlaams-Brabant,Flanders,285000,Academiestraat 23,E,453.0,0,1,0,200,0,2,0,Good,5,1,0,0,0,0,0,€285000
371,house,villa,10666544,schilde%20%27s%20gravenwezel,2970,Antwerpen,Flanders,1950000,Turnhoutsebaan 75,B,179.0,0,1,160,5945,100,4,1992,Good,4,2,0,1,4,0,Gas,€1950000
372,house,exceptional-property,10666543,herselt,2230,Antwerpen,Flanders,1100000,Kolmen 28,A,82.0,0,0,0,0,0,4,0,0,7,6,0,0,0,Not installed,0,€1100000
373,apartment,apartment,10666541,sint-niklaas,9100,Oost-Vlaanderen,Flanders,185000,Dendermondsesteenweg 149/4,B,187.0,0,1,8,0,33,0,0,Good,2,1,0,0,0,0,0,€185000
374,house,house,10666540,londerzeel,1840,Vlaams-Brabant,Flanders,274000,Dendermondsesteenweg 149/4,D,384.0,0,1,0,0,0,3,1962,To be done up,3,2,0,0,3,0,0,€274000
375,apartment,loft,10472531,herzele,9550,Oost-Vlaanderen,Flanders,269000,Heilige Dominicus Saviolaan 4,B,156.0,0,1,18,0,33,2,1931,As new,3,1,1,0,1,USA hyper equipped,Gas,€269000
376,house,bungalow,10666539,evergem,9940,Oost-Vlaanderen,Flanders,350000,Hundelgemsesteenweg 230,D,380.0,0,0,0,565,17,3,1968,To be done up,3,1,0,0,1,0,Gas,€350000
377,apartment,apartment-block,10666538,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,329400,Rue Defacqz 40,F,342.0,1,1,495,560,60,4,1986,As new,27,27,2,1,2,USA hyper equipped,Electric,€329400.
378,apartment,apartment,10666536,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,345000,Chaussée de la Hulpe 166,F,341.0,0,1,3,0,33,2,1936,Good,2,1,0,0,1,Semi equipped,Gas,€345000
379,apartment,apartment,10666535,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,345000,Chaussée de la Hulpe 166,F,341.0,0,1,3,0,33,2,1936,Good,1,1,0,0,1,Semi equipped,Gas,€345000
380,house,house,10646390,verviers%20petit-rechain,4800,Liï¿½ge,Wallonia,390000,"Avenue Hanlet, 2",D,316.0,0,1,100,132,30,2,0,Good,9,1,0,1,2,Installed,Fuel oil,€390000
381,apartment,apartment,10666533,duffel,2570,Antwerpen,Flanders,315000,Schoolstraat 58,C,219.0,0,1,3,0,37,2,0,Just renovated,2,1,0,0,1,Installed,Gas,€315000
382,apartment,apartment,10666532,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,229000,"Avenue d'Itterbeek, 60",F,281.0,0,1,13,0,36,2,1959,As new,3,1,0,0,1,Installed,Gas,€229000
384,apartment,apartment,10666530,hoboken,2660,Antwerpen,Flanders,77800,Italiëlei 207,B,127.0,0,1,0,0,0,0,1976,Good,2,1,0,0,0,Semi equipped,Gas,€77800
387,house,house,10666525,lede,9340,Oost-Vlaanderen,Flanders,349000,Hoogstraat 20,B,199.0,0,1,0,443,31,4,1981,To be done up,4,2,1,1,1,Hyper equipped,0,€349000
389,apartment,apartment,10666522,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,385000,"Boulevard du Souverain, 254",B,73.0,0,1,16,0,33,3,2014,Good,2,2,1,0,1,USA installed,Gas,€385000
390,apartment,apartment,10666521,court-saint-%C3%89tienne,1490,Brabant wallon,Wallonia,435000,Chaussée de Huy 231,A+,42.0,0,1,34,0,26,0,2014,0,3,2,0,0,1,0,0,€435000
391,house,house,10666519,dion-le-mont,1325,Brabant wallon,Wallonia,495000,Chaussée de Huy 231,D,322.0,0,0,0,827,35,4,0,0,3,1,0,1,2,Installed,Gas,€495000
393,apartment,apartment,10666516,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,275000,Avenue de Tervueren 446,B,93.0,0,1,7,0,28,4,2008,As new,2,1,0,0,1,Hyper equipped,Gas,€275000
